"Region","Clinic Name","Phone","Address"
"서울특별시", "서울희내과의원", "02-983-7582", "서울특별시 강북구 도봉로 63 5층 (미아동)"
"서울특별시", "서울삼양의원", "02-988-3650", "서울특별시 강북구 삼양로 191 (미아동)"
"서울특별시", "수연합의원", "02-987-9875", "서울특별시 강북구 삼양로 308 진주빌딩 2,3층 (수유동)"
"서울특별시", "서울봄연합의원", "02-907-0304", "서울특별시 강북구 삼양로 579 화성빌딩 3,4층 (우이동)"
"서울특별시", "서울의원", "02-997-6600", "서울특별시 강북구 삼양로 613 2층 (우이동)"
"서울특별시", "강북삼성의원", "02-980-8767", "서울특별시 강북구 삼양로77가길 9 3층 (수유동)"
"서울특별시", "성모365의원", "02-988-7382", "서울특별시 강북구 솔샘로 254 삼양아케이트 206호 (미아동)"
"서울특별시", "건강의집 의원", "02-982-3391", "서울특별시 강북구 오현로31길 85-6 1층 (번동)"
"서울특별시", "한사랑의원", "02-945-5050", "서울특별시 강북구 인수봉로 142 (수유동, 수유동 근생빌딩)"
"서울특별시", "동서통합의원", "02-907-0114", "서울특별시 강북구 한천로 1058 2층 (수유동)"
"서울특별시", "서울류내과의원", "02-6953-9080", "서울특별시 강북구 한천로 1120 영우빌딩 2층 (수유동)"
"서울특별시", "북부성모의원", "02-999-7171", "서울특별시 강북구 한천로 1152 (수유동)"
"서울특별시", "서울강민신경과의원", "02-2663-7536", "서울특별시 강서구 강서로 323 2층 (내발산동)"
"서울특별시", "바로척척의원", "02-2668-5856", "서울특별시 강서구 공항대로 287 2층 (등촌동, 화인빌딩)"
"서울특별시", "굿모닝의원", "02-3663-3005", "서울특별시 강서구 공항대로 437 2층 (등촌동)"
"서울특별시", "김은석가정의학과의원", "02-2664-8223", "서울특별시 강서구 공항대로3가길 23 (공항동)"
"서울특별시", "정내과의원", "02-2606-7577", "서울특별시 강서구 까치산로4길 3 2층 (화곡동, 화성빌딩)"
"서울특별시", "목동제이의원", "02-2644-6450", "서울특별시 강서구 등촌로 29 기업은행화곡동지점 3층 일부호 (화곡동)"
"서울특별시", "햇살가득한가정의학과의원", "02-2062-1600", "서울특별시 강서구 등촌로 59-1 2층 (화곡동)"
"서울특별시", "오율의원(마곡본점)", "02-6956-7585", "서울특별시 강서구 마곡서로 157 스프링파크타워 2층 (마곡동)"
"서울특별시", "강서성모내과의원", "02-3662-7585", "서울특별시 강서구 양천로 658 302호 (염창동, 양화진빌딩)"
"서울특별시", "연세가족의원", "02-3665-1977", "서울특별시 강서구 양천로59길 46 106호 (가양동, 대일빌딩)"
"서울특별시", "이종현내과의원", "02-2698-0770", "서울특별시 강서구 화곡로 210 (화곡동)"
"서울특별시", "서울W내과의원", "02-871-5600", "서울특별시 관악구 관악로 165 (봉천동, 양지빌딩)"
"서울특별시", "연세가정의원", "02-883-7575", "서울특별시 관악구 관악로40길 47 1동 409호 (봉천동, 현대상가)"
"서울특별시", "서울가정의학과의원", "02-888-8858", "서울특별시 관악구 구암길 106 205호 (봉천동, 관악드림타운분산상가)"
"서울특별시", "난곡연세가정의원", "02-839-1535", "서울특별시 관악구 난곡로 202 4층 (신림동)"
"서울특별시", "대한결핵협회 서울특별시지부 복십자의원", "02-793-4891", "서울특별시 관악구 남부순환로 1533 1,2층 (신림동)"
"서울특별시", "하버드재활의학과의원", "02-3474-8275", "서울특별시 관악구 남현길 7 (남현동)"
"서울특별시", "아름드리가정의원", "02-858-2828", "서울특별시 관악구 봉천로 281 2층 (봉천동)"
"서울특별시", "관악정다운의료복지사회적협동조합정다운우리의원", "02-871-2497", "서울특별시 관악구 신림로 206 태영빌딩 2층 (신림동)"
"서울특별시", "연세의원", "02-837-6333", "서울특별시 관악구 신원로 23 2층 (신림동)"
"서울특별시", "메디서울이비인후과의원", "02-882-9997", "서울특별시 관악구 양녕로 46 메카플러스 304호 (봉천동)"
"서울특별시", "조내과의원", "02-876-6662", "서울특별시 관악구 은천로 110 4층 (봉천동)"
"서울특별시", "봉천연세가정의원", "02-876-7582", "서울특별시 관악구 은천로 35 (봉천동)"
"서울특별시", "지킴내과의원", "02-2201-2210", "서울특별시 광진구 광나루로 614 (구의동, 만택빌딩 3층)"
"서울특별시", "더불어내과의원", "02-469-7577", "서울특별시 광진구 긴고랑로 41 2층 (중곡동)"
"서울특별시", "앤의원", "02-444-7726", "서울특별시 광진구 능동로 296 5층,6층 (능동)"
"서울특별시", "늘푸른연세의원", "02-461-2598", "서울특별시 광진구 뚝섬로27길 65 2층 (자양동)"
"서울특별시", "신혜성의원", "02-3409-5511", "서울특별시 광진구 면목로 147 3층 (중곡동, 삼영빌딩)"
"서울특별시", "삼성신내과의원", "02-469-0114", "서울특별시 광진구 아차산로 208 상록빌딩 2층 (자양동)"
"서울특별시", "한마음의원", "02-455-2264", "서울특별시 광진구 자양로 126 (구의동)"
"서울특별시", "아이코이비인후과의원", "02-453-1920", "서울특별시 광진구 자양로 287 3층 (구의동)"
"서울특별시", "김재선피부과의원", "02-455-0080", "서울특별시 광진구 자양로 48 (자양동)"
"서울특별시", "연세.모던피부과의원", "02-455-0063", "서울특별시 광진구 천호대로 635 2.3층 (중곡동)"
"서울특별시", "더케이내과의원", "02-6734-0511", "서울특별시 구로구 가마산로 232 1층 (구로동, 스페스큐브)"
"서울특별시", "연세정형외과의원", "02-865-4001", "서울특별시 구로구 가마산로 271 301호 (구로동)"
"서울특별시", "고려가정의학과의원", "02-2616-7272", "서울특별시 구로구 개봉로 23 고려크리닉센터 3층 (개봉동)"
"서울특별시", "굿모닝의원", "02-2066-7588", "서울특별시 구로구 개봉로3길 76 (개봉동)"
"서울특별시", "민전산부인과의원", "02-2685-3388", "서울특별시 구로구 경인로 322 1,2,4,5층 (개봉동)"
"서울특별시", "정가정의학과의원", "02-2689-9823", "서울특별시 구로구 경인로 382 (개봉동, 한마을아파트)"
"서울특별시", "다올항외과의원", "02-2672-8275", "서울특별시 구로구 경인로 572 스타팰리스 4층 (구로동)"
"서울특별시", "한길의원", "02-2617-8887", "서울특별시 구로구 고척로21나길 18 2층 (개봉동)"
"서울특별시", "고려튼튼외과의원", "02-857-8511", "서울특별시 구로구 구로동로 153 이스턴프라자 3~5층 (구로동)"
"서울특별시", "호산의원", "02-862-7067", "서울특별시 구로구 구로동로 215-1 2층 (구로동)"
"서울특별시", "정내과의원", "02-866-0356", "서울특별시 구로구 구로중앙로 10 정내과 (구로동)"
"서울특별시", "가리봉의원", "02-851-1666", "서울특별시 구로구 남부순환로105길 42 가리봉의원 (가리봉동)"
"서울특별시", "바른정형외과의원", "02-2060-0075", "서울특별시 구로구 오류로8길 57 대성빌딩 2층 (오류동)"
"서울특별시", "최태진내과의원", "02-2681-7582", "서울특별시 구로구 천왕로 32 천왕에이스프라자 302호 (천왕동)"
"서울특별시", "서울푸른숲내과의원", "02-6451-7000", "서울특별시 구로구 항동로3길 6 가온 프라자 5,6,7층 (항동)"
"서울특별시", "서울메디피아의원", "02-856-2119", "서울특별시 금천구 가산디지털1로 149 201,202호 (가산동, 이노플렉스2차)"
"서울특별시", "김홍열내과의원", "805-6124", "서울특별시 금천구 금하로 651 2,3층 (시흥동)"
"서울특별시", "김재연내과의원", "802-7503", "서울특별시 금천구 금하로 763 201호 (시흥동, 벽산2차 중심상가)"
"서울특별시", "에스본의원", "02-838-5888", "서울특별시 금천구 남부순환로 1372 현경빌딩 6,7,8층 (독산동)"
"서울특별시", "명이비인후과의원", "857-7412", "서울특별시 금천구 남부순환로 1384 영남빌딩 2층 (독산동)"
"서울특별시", "유진목내과의원", "02-893-5211", "서울특별시 금천구 시흥대로 272 (시흥동)"
"서울특별시", "금천하나의원", "851-0075", "서울특별시 금천구 시흥대로 403 5,6층 (독산동, 셈프레팜)"
"서울특별시", "금천주내과의원", "02-803-0222", "서울특별시 금천구 시흥대로73길 67 엠메디컬타워 3층 303~307호 (시흥동)"
"서울특별시", "(재)천주교서울대교구유지재단 전진상의원", "02-802-9311", "서울특별시 금천구 탑골로3가길 22 전진상사회복지관 (시흥동)"
"서울특별시", "열린이비인후과의원", "02-3296-5075", "서울특별시 노원구 공릉로 187 301호 (공릉동, 건설빌딩)"
"서울특별시", "예원내과의원", "02-943-7715", "서울특별시 노원구 광운로 45 (월계동)"
"서울특별시", "기쁜가정의학과의원", "02-971-4913", "서울특별시 노원구 노원로 257 4층 (하계동)"
"서울특별시", "장대국내과의원", "02-934-9454", "서울특별시 노원구 노해로 452 노빌리안골드 (상계동)"
"서울특별시", "서울맥마취통증의학과의원", "02-934-1119", "서울특별시 노원구 노해로 480 조광빌딩 6층 (상계동)"
"서울특별시", "연세내과의원", "02-952-6671", "서울특별시 노원구 노해로 492 501호,502호 (상계동)"
"서울특별시", "이종익내과의원", "931-7007", "서울특별시 노원구 노해로 494 206호 (상계동, 고려빌딩)"
"서울특별시", "참사랑의원", "02-933-7575", "서울특별시 노원구 누원로 22 수락리버시티4단지 크로바프라자203호 (상계동)"
"서울특별시", "노원센트럴의원", "02-2242-8602", "서울특별시 노원구 덕릉로126길 2 201,202호 (상계동)"
"서울특별시", "김지호산부인과의원", "939-0980", "서울특별시 노원구 덕릉로83길 10 2/3층 (중계동)"
"서울특별시", "퀸스메디소아청소년과의원", "02-948-7599", "서울특별시 노원구 동일로 1059 (공릉동)"
"서울특별시", "박상호의원", "02-496-9361", "서울특별시 노원구 동일로 1280 201호 (중계동, 시영2단지상가)"
"서울특별시", "노충희비뇨기과의원", "02-933-6133", "서울특별시 노원구 동일로 1341 3층 1,2호 (상계동, 장우빌딩)"
"서울특별시", "천내과의원", "02-3296-3311", "서울특별시 노원구 동일로 1343 301호 (상계동, 동일프라자)"
"서울특별시", "상계맑은내과의원", "02-930-7616", "서울특별시 노원구 동일로 1366 삼봉빌딩 5층 (상계동)"
"서울특별시", "새하늘이비인후과의원", "951-9518", "서울특별시 노원구 동일로 1548 (상계동)"
"서울특별시", "나래마취통증의학과의원", "02-935-9093", "서울특별시 노원구 동일로 1549 302호 (상계동, 양성빌딩)"
"서울특별시", "비타민가정의원", "02-951-8279", "서울특별시 노원구 동일로 1551 삼전빌딩 202호 (상계동)"
"서울특별시", "미즈아이의원", "02-931-5223", "서울특별시 노원구 동일로 1553 2층 (상계동)"
"서울특별시", "송내과의원", "02-3392-2275", "서울특별시 노원구 동일로 1669 (상계동)"
"서울특별시", "김이비인후과의원", "02-934-9034", "서울특별시 노원구 동일로 1669 3층 (상계동, 삼천리수락프라자)"
"서울특별시", "미즈아이프라자산부인과의원", "02-931-5224", "서울특별시 노원구 동일로 1669 수락프라자 (상계동)"
"서울특별시", "바른이비인후과의원", "02-976-2400", "서울특별시 노원구 동일로203가길 29 260~262호 (중계동, 브라운스톤중계)"
"서울특별시", "중계튼튼의원", "02-973-0173", "서울특별시 노원구 동일로207길 18 206호 (중계동, 중계그린아파트 B상가)"
"서울특별시", "이가정의학과의원", "02-932-5312", "서울특별시 노원구 동일로227길 86 2층 (상계동, 상록아파트상가)"
"서울특별시", "현대가정의학과의원", "937-2636", "서울특별시 노원구 동일로237나길 1 1층 (상계동)"
"서울특별시", "노원백정형외과의원", "02-930-0222", "서울특별시 노원구 동일로243길 33 2.3.6층 (상계동)"
"서울특별시", "은빛가정의원", "02-936-6985", "서울특별시 노원구 동일로245가길 41 205호 (상계동)"
"서울특별시", "조가정의학과의원", "02-978-2440", "서울특별시 노원구 마들로 111 (월계동, 삼호나상가 211호)"
"서울특별시", "권내과의원", "02-972-8375", "서울특별시 노원구 마들로 111 나동 205호, 206호 (월계동, 삼호종합상가)"
"서울특별시", "맑고밝은이비인후과의원", "02-975-3308", "서울특별시 노원구 마들로 31 204호 (월계동, 그랑빌@제주상가동)"
"서울특별시", "상계가정의원", "934-8375", "서울특별시 노원구 상계로 306 (상계동)"
"서울특별시", "제민통합내과정형외과의원", "02-936-6390", "서울특별시 노원구 상계로 63-7 청우빌딩 (상계동)"
"서울특별시", "성문의원", "02-919-7075", "서울특별시 노원구 석계로 9 (월계동)"
"서울특별시", "연세키즈소아청소년과의원", "973-3455", "서울특별시 노원구 섬밭로 134 (공릉동)"
"서울특별시", "정가정의학과의원", "02-933-3475", "서울특별시 노원구 수락산로 232 (상계동)"
"서울특별시", "서울의원", "02-993-2161", "서울특별시 노원구 월계로 370 희성프라자 201,202호 (월계동)"
"서울특별시", "파티마의원", "02-933-0081", "서울특별시 노원구 중계로 160 화인상가아파트 (중계동)"
"서울특별시", "한마음가정의원", "02-907-4002", "서울특별시 노원구 초안산로5길 12 월계프라자 (월계동)"
"서울특별시", "중계우리들의원", "02-931-8270", "서울특별시 노원구 한글비석로 235 하나프라자빌딩 401호,402호,403호 (중계동)"
"서울특별시", "중계윌내과의원", "02-933-8255", "서울특별시 노원구 한글비석로 253 세신프라자빌딩 401호, 402호, 405호 (중계동)"
"서울특별시", "유진상내과의원", "02-930-8433", "서울특별시 노원구 한글비석로 269 301호 (중계동, 마들프라자)"
"서울특별시", "서울연합의원", "02-933-3810", "서울특별시 노원구 한글비석로 410 예공빌딩 2층 전체호 (상계동)"
"서울특별시", "유정의원", "02-937-0119", "서울특별시 노원구 한글비석로 416 2,3층 (상계동, 상계의원)"
"서울특별시", "365열린내과의원", "02-976-3658", "서울특별시 노원구 한글비석로 77 3층 (하계동)"
"서울특별시", "홍성환산부인과의원", "02-972-1800", "서울특별시 노원구 화랑로 455 1층 (공릉동)"
"서울특별시", "정소아청소년과의원", "02-948-4552", "서울특별시 노원구 화랑로51길 78 2층 (공릉동, 비선아파트상가)"
"서울특별시", "은내과의원", "02-932-1974", "서울특별시 도봉구 노해로 389 203호 (창동, 제일빌딩)"
"서울특별시", "강소아과의원", "02-906-1606", "서울특별시 도봉구 덕릉로 253 (창동)"
"서울특별시", "김현소아청소년과의원", "02-955-5225", "서울특별시 도봉구 도당로13길 15 2층 (방학동)"
"서울특별시", "참편한정형외과의원", "02-6925-3977", "서울특별시 도봉구 도봉로 461 4층 (쌍문동, 우림빌딩)"
"서울특별시", "훼밀리마취통증의학과의원", "02-900-8275", "서울특별시 도봉구 도봉로 476 202호 (창동, 삼성쉐르빌페스티)"
"서울특별시", "이영수의원", "02-992-6353", "서울특별시 도봉구 도봉로 477 (쌍문동)"
"서울특별시", "서울항맥외과의원", "02-997-0700", "서울특별시 도봉구 도봉로 488 6층 (창동, 대명빌딩)"
"서울특별시", "건강제일의원", "02-903-0099", "서울특별시 도봉구 도봉로 499 2호 (쌍문동)"
"서울특별시", "성모휴정신건강의학과의원", "02-949-1966", "서울특별시 도봉구 도봉로 551 (쌍문동)"
"서울특별시", "삼성나비뇨의학과의원", "02-955-3077", "서울특별시 도봉구 도봉로 551 경덕빌딩 4층 (쌍문동)"
"서울특별시", "한얼통증의학과의원", "02-900-8872", "서울특별시 도봉구 도봉로 575 3층 306호 (쌍문동, 삼환프라자)"
"서울특별시", "항상쾌한외과의원", "02-2234-1004", "서울특별시 도봉구 도봉로 677 7층층 (방학동)"
"서울특별시", "다사랑신경외과의원", "02-930-1961", "서울특별시 도봉구 도봉로 677 우리들메디빌딩 2층 203호 (방학동)"
"서울특별시", "한사랑의원", "02-956-7545", "서울특별시 도봉구 도봉로 887 (도봉동)"
"서울특별시", "성모가정의학과의원", "02-904-9045", "서울특별시 도봉구 마들로 555 209호 (창동, 쌍용아파트)"
"서울특별시", "동부한일외과의원", "02-3492-4754", "서울특별시 도봉구 마들로 686 2,3,4층 (도봉동)"
"서울특별시", "나비석내과의원", "02-956-7533", "서울특별시 도봉구 마들로 859-19 206호 (도봉동, 한신아파트 근린상가)"
"서울특별시", "동동가정의학과의원", "02-956-0415", "서울특별시 도봉구 방학로 167 4층 (방학동)"
"서울특별시", "유덕기내과의원", "02-956-9831", "서울특별시 도봉구 방학로 183 3층 (방학동, 거구빌딩)"
"서울특별시", "한걸음가정의학과의원", "02-996-9110", "서울특별시 도봉구 삼양로 580-4 2층 (쌍문동, 노스블릭)"
"서울특별시", "신동아의원", "02-954-1857", "서울특별시 도봉구 시루봉로 105 신동아상가 203,204호 (방학동)"
"서울특별시", "바로바로의원", "02-956-8808", "서울특별시 도봉구 시루봉로 290 (도봉동, 1~3층)"
"서울특별시", "정다운가정의학과의원", "997-7545", "서울특별시 도봉구 해등로16길 26 (창동, 타임프라자)"
"서울특별시", "미래의원", "02-929-3200", "서울특별시 동대문구 왕산로 20 3층 (신설동)"
"서울특별시", "더원외과의원", "02-967-7575", "서울특별시 동대문구 왕산로32길 7 5층 (용두동, BYC 청량리 오피스텔)"
"서울특별시", "허성욱내과의원", "02-2249-5525", "서울특별시 동대문구 장한로 119 301호 (장안동)"
"서울특별시", "동인내과의원", "02-2245-0875", "서울특별시 동대문구 천호대로 307 4,5층 (답십리동)"
"서울특별시", "행복한가정의학과의원", "02-2245-3100", "서울특별시 동대문구 한천로 242 2층 (전농동)"
"서울특별시", "연세신통마취통증의학과의원", "02-963-3375", "서울특별시 동대문구 홍릉로 19 3층 (청량리동)"
"서울특별시", "백신의원", "02-581-0164", "서울특별시 동작구 동작대로 7 3층 (사당동, 산광빌딩)"
"서울특별시", "예일의원", "02-582-6977", "서울특별시 동작구 동작대로 89 401호 (사당동, 골든시네마타워)"
"서울특별시", "남성의원", "02-599-1412", "서울특별시 동작구 사당로 215 301호 (사당동, 서림빌딩)"
"서울특별시", "사당현대의원", "02-599-3851", "서울특별시 동작구 사당로23바길 9 204,205,206,207호 (사당동, 동작삼성레미안아파트상가)"
"서울특별시", "연세재활의학과의원", "02-823-6782", "서울특별시 동작구 상도로 103 (상도동)"
"서울특별시", "늘건강내과이비인후과의원", "02-822-3375", "서울특별시 동작구 상도로 174 2,3층 (상도동)"
"서울특별시", "강호경내과의원", "02-825-6657", "서울특별시 동작구 상도로 348 2층 (상도동)"
"서울특별시", "에코이비인후과의원", "02-814-8899", "서울특별시 동작구 상도로 356 2층 (상도동)"
"서울특별시", "삼성의원", "816-3352", "서울특별시 동작구 상도로 356 3,4층 (상도동)"
"서울특별시", "서내과의원", "02-815-0168", "서울특별시 동작구 서달로 150 203호 (흑석동, 이랜드해가든)"
"서울특별시", "제일의원", "02-815-0179", "서울특별시 동작구 양녕로 195 (상도동)"
"서울특별시", "엘림이비인후과의원", "02-822-5075", "서울특별시 동작구 여의대방로 142 보라매빌딩 5층 (대방동)"
"서울특별시", "송가정의학과의원", "02-817-1655", "서울특별시 동작구 여의대방로44길 47 210층 (대방동, 주공아파트상가)"
"서울특별시", "푸른정형외과의원", "02-824-7582", "서울특별시 동작구 장승배기로 168 드림타워 2층 201~202호 (노량진동)"
"서울특별시", "연세유내과의원", "02-701-5131", "서울특별시 마포구 도화길 32 201호 (도화동, 삼성아파트상가동)"
"서울특별시", "양대원내과의원", "02-703-8543", "서울특별시 마포구 도화길 32 303호, 304호 (도화동, 삼성아파트상가동)"
"서울특별시", "우리미래의원", "02-392-7505", "서울특별시 마포구 마포대로24길 4 공덕자이아파트 상가 304~305호 (아현동)"
"서울특별시", "우리동네30분의원", "　", "서울특별시 마포구 백범로 99 승행빌딩 4층 (대흥동)"
"서울특별시", "신촌재활의학과의원", "02-3142-8275", "서울특별시 마포구 서강로 133 신촌병우빌딩 2층 일부호 (노고산동)"
"서울특별시", "한빛가정의원", "02-363-8000", "서울특별시 마포구 신촌로34길 37 2층 (아현동)"
"서울특별시", "서울본내과의원", "02-3143-2220", "서울특별시 마포구 양화로 133 서교타워 3,5,18층 (서교동)"
"서울특별시", "마포의료복지사회적협동조합 무지개의원", "02-326-0611", "서울특별시 마포구 월드컵로 80 7층 (서교동, 아침뜨락빌딩)"
"서울특별시", "더건강내과의원", "02-338-8275", "서울특별시 마포구 월드컵로13길 34 3층 (망원동, 두드림빌딩)"
"서울특별시", "연희제일의원", "02-336-5361", "서울특별시 서대문구 연희로 108 1층 (연희동)"
"서울특별시", "미즈앤미여성의원", "02-303-6399", "서울특별시 서대문구 응암로 55 (북가좌동)"
"서울특별시", "연세가정의원", "02-392-6122", "서울특별시 서대문구 이화여대8길 62 (북아현동)"
"서울특별시", "장진호내과의원", "02-391-6336", "서울특별시 서대문구 홍은중앙로3길 9 상가동 지하1층 201,202호 (홍은동, 북한산 두산 위브)"
"서울특별시", "레그웰의원", "031-716-5288", "서울특별시 서초구 강남대로 589 멀버리힐스  401호 (잠원동)"
"서울특별시", "서초아가페의원", "02-591-3056", "서울특별시 서초구 고무래로 90-7 406호 (서초동, 서초쇼핑)"
"서울특별시", "정가정의원", "02-575-8608", "서울특별시 서초구 남부순환로 2614 305호 (양재동, 한솔로이젠트)"
"서울특별시", "세란외과의원", "02-3463-5658", "서울특별시 서초구 남부순환로 2632 양재빌딩 301호 (양재동)"
"서울특별시", "헤론연세의원", "02-591-7582", "서울특별시 서초구 동광로1길 112 203,204,205호 (방배동, 롯데캐슬헤론상가)"
"서울특별시", "이성윤의원", "02-577-1256", "서울특별시 서초구 바우뫼로7길 8 502호 (우면동, 우면종합상가)"
"서울특별시", "송피부과의원", "02-588-6686", "서울특별시 서초구 방배로 115 4층 (방배동, 방배빌딩)"
"서울특별시", "가야성모의원", "532-2345", "서울특별시 서초구 방배로 175 4층 (방배동, 동성빌딩)"
"서울특별시", "표나실정형외과의원", "02-525-7582", "서울특별시 서초구 방배천로 158 3~5층 (방배동, 동천빌딩)"
"서울특별시", "한일의원", "02-523-7505", "서울특별시 서초구 방배천로 5-3 (방배동)"
"서울특별시", "서이드림내과의원", "02-2135-6601", "서울특별시 서초구 사임당로 157 4층 408.409호 (서초동)"
"서울특별시", "샘신경정신과의원", "3443-0075", "서울특별시 서초구 사평대로55길 8 3층 (반포동, 신영빌딩)"
"서울특별시", "삼성마취통증의학과의원", "02-3483-2119", "서울특별시 서초구 서초대로 3-4 304호 (방배동, 방배디오슈페리움1)"
"서울특별시", "태비뇨기과의원", "02-3486-0002", "서울특별시 서초구 서초대로77길 3 1208호 (서초동, 아라타워)"
"서울특별시", "정내과의원", "02-532-4794", "서울특별시 서초구 서초중앙로 230 303호 (반포동, 반포프라자빌딩)"
"서울특별시", "강남연세재활의학과의원", "02-3478-0216", "서울특별시 서초구 서초중앙로 230 동화반포프라자 5층 501, 504, 505호 (반포동)"
"서울특별시", "연세본안과의원", "02-3473-2061", "서울특별시 서초구 서초중앙로 36 2층 (서초동, 준영빌딩)"
"서울특별시", "구현남안과의원", "02-595-0138", "서울특별시 서초구 서초중앙로24길 27 2층 1호 (서초동, G-five CENTRAL PLAZA)"
"서울특별시", "김영진성형외과의원", "02-548-2662", "서울특별시 서초구 서초중앙로24길 27 G5센트럴프라자 205호, 207호 (서초동)"
"서울특별시", "연세탑의원", "593-8181", "서울특별시 서초구 신반포로 157 1동 3층 (잠원동, 반포쇼핑상가)"
"서울특별시", "연세강내과의원", "3482-0875", "서울특별시 서초구 신반포로 177 3동 3층 (잠원동, 반포쇼핑상가)"
"서울특별시", "반포신경외과의원", "02-533-1788", "서울특별시 서초구 신반포로 189 4동 2층 9~21, 39~45호 (잠원동, 반포종합상가)"
"서울특별시", "모인호내과의원", "02-532-6518", "서울특별시 서초구 신반포로 205 6동 401호 (잠원동, 반포쇼핑타운)"
"서울특별시", "연세의원", "595-9828", "서울특별시 서초구 잠원로 148 206호 (잠원동, 잠원연합상가)"
"서울특별시", "이나영내과의원", "02-594-0987", "서울특별시 서초구 잠원로 24 (반포동)"
"서울특별시", "고운소아청소년과의원", "537-0391", "서울특별시 서초구 잠원로 24 반포자이플라자 303호 (반포동)"
"서울특별시", "히포크라타의원", "02-591-9970", "서울특별시 서초구 잠원로4길 33-2 잠원동 스타빌딩 4층 401호 (잠원동)"
"서울특별시", "오현숙내과의원", "02-523-5588", "서울특별시 서초구 효령로 229 2층 (서초동, 서울빌딩)"
